spatial_cell,violations,mean_poi,max_poi,heavy_vehicle_ratio,high_severity_ratio,weekend_ratio,morning_peak_ratio,evening_peak_ratio,night_ratio,days_active,junction_ratio,mean_station_burden,mean_cell_volume,dominant_station,dominant_junction,dominant_violation,dominant_vehicle,organic_cluster_id,lat,lon,poi_density_score,peak_intensity,recent_7d_poi,previous_7d_poi,trend_ratio,trend_label,neighbor_mean_poi,neighbor_max_poi,propagation_score,trend_score,repeat_rate,repeat_rate_rank,enforcement_failure_index,cis_raw,cis,cis_band,lifecycle_state,spillover_index,archetype_id,archetype_name
cell_12.964_77.542,57,0.9782397858347838,1.405639144107023,0.0,0.0,0.14035087719298245,0.017543859649122806,0.03508771929824561,0.7719298245614035,14,0.0,1.0260441409271706,57.0,Vijayanagara,No Junction,NO PARKING,SCOOTER,726,12.964253107017544,77.54220488421053,3.9720869010312736,0.7719298245614035,5.1557869749457,2.80987985256611,1.834877436257556,Chronic,0.9445115873425375,0.962712787613465,43.65404298874104,1.834877436257556,4.071428571428571,88.83060388945752,69.01919140225179,60.49353889457524,60.49353889457524,High,Growing,43.65404298874104,1,Night Spillovers
cell_12.964_77.543,58,0.938754814119123,1.196524932785067,0.0,0.0,0.1206896551724138,0.0,0.05172413793103448,0.9482758620689655,13,0.0,1.0260441409271706,58.0,Vijayanagara,No Junction,NO PARKING,SCOOTER,726,12.964272300000001,77.54284909655172,3.827807905217478,0.9482758620689655,4.50667050007378,3.8168476197321106,1.1807307412653125,Chronic,0.9428701986398885,0.9782397858347838,41.82446264073695,1.1807307412653125,4.461538461538462,90.16760491299898,67.43180655066531,58.886578812691916,58.886578812691916,High,Growing,41.82446264073695,1,Night Spillovers
cell_12.964_77.544,1,1.196524932785067,1.196524932785067,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,1.0260441409271706,1.0,Vijayanagara,No Junction,WRONG PARKING,CAR,-1,12.9644245,77.5435895,0.8293678836296473,1.0,1.196524932785067,,,Stable,1.1810162904606534,1.196524932785067,62.73029682702149,1.0,1.0,17.368219037871032,56.73656601842374,59.7050921187308,59.7050921187308,High,Stable,62.73029682702149,1,Night Spillovers
cell_12.964_77.549,6,0.5734510430935552,0.9162907318741551,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.8333333333333334,5,0.0,0.75,6.0,Magadi Road,No Junction,NO PARKING,SCOOTER,1092,12.964465066666667,77.54930963333334,1.115884204742105,0.8333333333333334,0.6881412517122663,,,Stable,0.5726607078444846,0.6663208095923348,8.17553735926305,1.0,1.2,36.69396110542477,26.33636131013306,15.86137410440123,15.86137410440123,Low,Stable,8.17553735926305,1,Night Spillovers
cell_12.964_77.55,57,0.7197474437528967,1.4321038971511848,0.017543859649122806,0.03508771929824561,0.43859649122807015,0.03508771929824561,0.21052631578947367,0.6842105263157895,34,0.0,0.75,57.0,Magadi Road,No Junction,NO PARKING,SCOOTER,1101,12.964240059649121,77.54999425263158,2.922493477345101,0.6842105263157895,2.337645590489943,0.6960661859303908,3.3583620054799073,Emerging,0.7255408778691214,0.7537718023763802,14.892528147389969,3.3583620054799073,1.6764705882352942,52.44370522006141,41.166965199590585,26.416005629477997,26.416005629477997,Medium,Stable,14.892528147389969,1,Night Spillovers
cell_12.964_77.551,47,0.79408773370728,1.890850371872286,0.0851063829787234,0.0425531914893617,0.44680851063829785,0.19148936170212766,0.14893617021276595,0.5106382978723404,27,0.0,0.75,47.0,Magadi Road,No Junction,NO PARKING,SCOOTER,1101,12.964071072340424,77.55098228085106,3.0740732374771786,0.5106382978723404,0.8814058704459095,1.4676998575453948,0.6005350926346027,Declining,0.7596993332392799,0.7714623489801186,28.390481064483115,0.6005350926346027,1.7407407407407407,53.12180143295804,30.13958546571136,30.651548106448313,30.651548106448313,Medium,Declining,28.390481064483115,1,Night Spillovers
cell_12.964_77.552,61,0.6959248110064747,1.890850371872286,0.04918032786885246,0.06557377049180328,0.21311475409836064,0.01639344262295082,0.36065573770491804,0.47540983606557374,28,0.0,0.75,61.0,Magadi Road,No Junction,NO PARKING,SCOOTER,1102,12.964410804918034,77.5520577967213,2.8721752169108288,0.47540983606557374,0.8304523070260907,2.3794629660450615,0.3490081459003544,Declining,0.70182672138087,0.7417092696095313,13.62589559877175,0.3490081459003544,2.1785714285714284,67.31064483111567,25.688203684749233,21.82990020470829,21.82990020470829,Low,Declining,13.62589559877175,1,Night Spillovers
cell_12.964_77.553,39,0.5044385643109164,0.7537718023763802,0.0,0.0,0.23076923076923078,0.1794871794871795,0.1794871794871795,0.48717948717948717,26,0.0,0.75,39.0,Magadi Road,No Junction,NO PARKING,SCOOTER,-1,12.964388228205129,77.55314289230769,1.860813055749271,0.48717948717948717,1.0735522526251933,0.3873571759233597,2.7714717781963114,Emerging,0.47726325661183294,0.5798226202189113,2.7763561924257933,2.7714717781963114,1.5,46.404810644831116,34.252942681678604,16.833098771750258,16.833098771750258,Low,Stable,2.7763561924257933,1,Night Spillovers
cell_12.964_77.554,124,0.765055216889737,1.4759065198095778,0.0,0.0,0.31451612903225806,0.12096774193548387,0.16129032258064516,0.5887096774193549,45,0.0,0.75,124.0,Magadi Road,No Junction,NO PARKING,SCOOTER,1128,12.964291776612903,77.5539037016129,3.6939266135035087,0.5887096774193549,1.5502339205466884,2.4079220386036333,0.643805427205712,Declining,0.7594927741637969,0.79408773370728,26.356192425793246,0.643805427205712,2.7555555555555555,75.92118730808598,33.86271750255885,32.71526356192426,32.71526356192426,Medium,Declining,26.356192425793246,1,Night Spillovers
cell_12.964_77.555,145,1.0123147034719486,2.33214389523559,0.013793103448275862,0.25517241379310346,0.1310344827586207,0.0896551724137931,0.4482758620689655,0.3793103448275862,31,0.006896551724137931,0.75,145.0,Magadi Road,No Junction,NO PARKING,PASSENGER AUTO,1100,12.964323162068967,77.55507787034483,5.044978259475514,0.4482758620689655,3.5379082932818267,7.557475667713064,0.46813353832720705,Declining,1.0070958755584534,1.1053591646504144,49.98720573183214,0.46813353832720705,4.67741935483871,91.00562947799385,47.01701637666325,52.95355680655067,52.95355680655067,High,Stable,49.98720573183214,4,Freight Obstruction Corridors
cell_12.964_77.556,107,1.6412261095484582,2.9444389791664403,0.08411214953271028,0.34579439252336447,0.35514018691588783,0.028037383177570093,0.5233644859813084,0.35514018691588783,25,0.6074766355140186,0.75,107.0,Magadi Road,BTP091 - Sirsi Circle,NO PARKING,CAR,1100,12.964270337383176,77.555880817757,7.684436018288432,0.5233644859813084,9.16771691655305,10.972394296021335,0.8355255775261148,Declining,1.6605509915818888,1.7047480922384253,83.66171954964176,0.8355255775261148,4.28,89.45112589559876,63.42246673490277,77.56972876151484,77.56972876151484,Critical,Stable,83.66171954964176,0,Junction Choke Points
cell_12.964_77.557,28,1.3338083130965512,2.409194828052304,0.0,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.10714285714285714,0.8214285714285714,22,1.0,0.75,28.0,Magadi Road,BTP091 - Sirsi Circle,WRONG PARKING,SCOOTER,-1,12.963891564285715,77.55697895714286,4.49132717069131,0.8214285714285714,1.9253227482606492,1.8563827730367368,1.0371361656060696,Stable,1.310377146816736,1.3540193616405727,68.27021494370523,1.0371361656060696,1.2727272727272727,38.8881780962129,61.18167860798363,64.28480040941659,64.28480040941659,High,Stable,68.27021494370523,0,Junction Choke Points
cell_12.964_77.558,1,0.9886113934537812,0.9886113934537812,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.75,1.0,Magadi Road,BTP091 - Sirsi Circle,WRONG PARKING,SCOOTER,-1,12.9636923,77.5575057,0.6852532000419272,1.0,0.9886113934537812,,,Stable,1.0018368989957174,1.0177611538725002,48.31115660184238,1.0,1.0,17.368219037871032,41.122057318321396,43.11348515864893,43.11348515864893,Medium,Stable,48.31115660184238,1,Night Spillovers
cell_12.964_77.568,2,1.4417015442900358,1.7047480922384253,0.0,0.5,0.0,0.5,0.0,0.5,2,1.0,0.75,2.0,Chamarajpet,BTP085 - Briyand Circle,NO PARKING,GOODS AUTO,-1,12.963705000000001,77.5683577,1.5838710331488246,0.5,1.4417015442900358,,,Stable,1.454050361558768,1.4759065198095778,73.06806550665303,1.0,1.0,17.368219037871032,52.836745138178095,61.30053735926304,61.30053735926304,High,Stable,73.06806550665303,0,Junction Choke Points
cell_12.964_77.569,11,1.6734631045522192,2.409194828052304,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.45454545454545453,0.36363636363636365,6,1.0,0.75,11.0,Chamarajpet,BTP085 - Briyand Circle,WRONG PARKING,SCOOTER,-1,12.963770490909091,77.56889501818182,4.158399596676682,0.45454545454545453,3.0680156916790686,,,Stable,1.670360203838031,1.7205683221500956,84.26305015353121,1.0,1.8333333333333333,55.32881269191402,64.75179119754351,75.66338280450357,75.66338280450357,Critical,Stable,84.26305015353121,0,Junction Choke Points
cell_12.964_77.57,8,1.5563796978710223,1.890850371872286,0.0,0.25,0.375,0.0,0.125,0.875,6,1.0,0.75,8.0,Chamarajpet,BTP085 - Briyand Circle,WRONG PARKING,LGV,-1,12.9639836875,77.5699135125,3.41971572382933,0.875,2.075172930494696,,,Stable,1.5761391716822595,1.5903273060240015,80.79580348004095,1.0,1.3333333333333333,40.83930399181167,60.553352098259985,70.8361054247697,70.8361054247697,High,Stable,80.79580348004095,0,Junction Choke Points
cell_12.964_77.571,17,1.5001432731039255,1.8021222562636017,0.0,0.058823529411764705,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.5882352941176471,11,1.0,0.75,17.0,Chamarajpet,BTP085 - Briyand Circle,WRONG PARKING,CAR,1278,12.964246505882352,77.57111362352941,4.335971749377499,0.5882352941176471,2.149220271858678,2.614473434938997,0.822046772818731,Declining,1.4844467168267093,1.5013622257348418,78.08341862845445,0.822046772818731,1.5454545454545454,48.848515864892526,53.54439611054248,67.52302968270216,67.52302968270216,High,Stable,78.08341862845445,0,Junction Choke Points
cell_12.964_77.572,5,1.736879108972797,1.8021222562636017,0.0,0.0,0.4,0.2,0.0,0.8,3,1.0,0.75,5.0,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",WRONG PARKING,SCOOTER,-1,12.964419459999998,77.57214158000001,3.1120695904063957,0.8,2.894798514954662,,,Stable,1.7283157646992917,1.7679998305194533,86.41248720573184,1.0,1.6666666666666667,51.66965199590583,65.0872569089048,76.59096724667349,76.59096724667349,Critical,Stable,86.41248720573184,0,Junction Choke Points
cell_12.964_77.573,26,2.197250474293467,2.9444389791664403,0.038461538461538464,0.38461538461538464,0.34615384615384615,0.0,1.0,0.0,7,1.0,0.75,26.0,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",WRONG PARKING,CAR,-1,12.964332838461539,77.57320858076923,7.241779117021906,1.0,8.161216047375735,,,Stable,2.2142897527244094,2.2565667831134726,95.12538382804505,1.0,3.7142857142857144,85.84314227226203,75.27917093142273,87.15007676560901,87.15007676560901,Critical,Stable,95.12538382804505,0,Junction Choke Points
cell_12.964_77.574,28,1.8636140623864996,2.0476928433652555,0.0,0.21428571428571427,0.25,0.0,0.7857142857142857,0.21428571428571427,14,1.0,0.75,28.0,V.V.Puram (C.Pet),"BTP083 - AS Char Street, Mysore Road",WRONG PARKING,LGV,-1,12.964422539285716,77.57390201785714,6.275339860978213,0.7857142857142857,4.556647234860018,2.8978090146859796,1.5724451264117114,Chronic,1.8681717095007562,1.8880945468175354,90.04605936540429,1.5724451264117114,2.0,61.425281473899695,76.37039406345959,82.12576765609006,82.12576765609006,Critical,Emerging,90.04605936540429,0,Junction Choke Points
cell_12.964_77.575,34,1.851550245643331,2.1510351948668447,0.029411764705882353,0.029411764705882353,0.17647058823529413,0.0,0.9411764705882353,0.058823529411764705,13,1.0,0.75,34.0,V.V.Puram (C.Pet),"BTP083 - AS Char Street, Mysore Road",WRONG PARKING,CAR,-1,12.964410352941176,77.57515703529413,6.5829055765982645,0.9411764705882353,6.869169105743829,2.4780874352777427,2.771962859741096,Chronic,1.8713927350161061,1.8880945468175354,89.93091095189355,2.771962859741096,2.6153846153846154,74.0532241555783,79.43615660184238,83.82996417604913,83.82996417604913,Critical,Emerging,89.93091095189355,0,Junction Choke Points
cell_12.964_77.576,632,3.782832003285486,4.874939474311045,0.014240506329113924,0.03322784810126582,0.26424050632911394,0.00949367088607595,0.5996835443037974,0.3575949367088608,95,1.0,1.0197516770608819,632.0,City Market,BTP082 - KR Market Junction,WRONG PARKING,SCOOTER,-1,12.964240960917722,77.57621576155063,24.401045949133426,0.5996835443037974,13.639684497601593,40.839541837158855,0.3339823012218245,Declining,3.7618024776819166,3.861106748726733,99.38587512794268,0.3339823012218245,6.652631578947369,95.71392016376663,78.8917604912999,95.94997441146367,95.94997441146367,Critical,Stable,99.38587512794268,3,Weekend Event Zones
cell_12.964_77.577,3743,5.546694396167454,6.734190531409353,0.004808976756612343,0.030724018167245525,0.2738445097515362,0.01790008014961261,0.5300561047288271,0.3764360138925995,151,1.0,1.2071586391740767,3743.0,City Market,BTP082 - KR Market Junction,WRONG PARKING,SCOOTER,-1,12.96407821035407,77.57689927176308,45.637701388373024,0.5300561047288271,164.77372644145728,239.35435950821937,0.6884091273356977,Declining,5.4398079642432995,5.722615920506163,99.97441146366428,0.6884091273356977,24.788079470198674,99.83367451381781,81.44933469805527,97.32663766632548,97.32663766632548,Critical,Stable,99.97441146366428,3,Weekend Event Zones
cell_12.964_77.578,980,4.425176916708389,5.559938388554061,0.009183673469387756,0.015306122448979591,0.39081632653061227,0.05408163265306123,0.11326530612244898,0.7448979591836735,122,1.0,1.2357067233688814,980.0,City Market,BTP082 - KR Market Junction,WRONG PARKING,SCOOTER,-1,12.96426383380206,77.57801883664078,30.483151837141776,0.7448979591836735,21.9068802293977,35.721136882719534,0.6132749830456935,Declining,4.399006418003006,4.442562313838623,99.62896622313202,0.6132749830456935,8.032786885245901,97.26202661207779,80.64905322415558,96.84941146366428,96.84941146366428,Critical,Stable,99.62896622313202,3,Weekend Event Zones
cell_12.964_77.579,582,3.763513784695448,4.77276081912945,0.02577319587628866,0.02577319587628866,0.40893470790378006,0.010309278350515464,0.36254295532646047,0.5292096219931272,115,1.0,1.002867933300294,582.0,City Market,BTP082 - KR Market Junction,WRONG PARKING,CAR,-1,12.964238002749141,77.57896179999999,23.966760259350995,0.5292096219931272,8.893075539794626,19.884519858479106,0.44723609902837885,Declining,3.7621281942072087,3.861106748726733,99.37308085977482,0.44723609902837885,5.060869565217391,92.86079836233367,78.6519959058342,95.60964687819857,95.60964687819857,Critical,Stable,99.37308085977482,3,Weekend Event Zones
cell_12.964_77.58,212,2.50914040888684,3.4855576781968938,0.02830188679245283,0.06132075471698113,0.3584905660377358,0.018867924528301886,0.17452830188679244,0.75,75,1.0,0.7683285555988257,212.0,Halasuru Gate,BTP082 - KR Market Junction,NO PARKING,CAR,-1,12.964247143703275,77.57997136173832,13.452234816829959,0.75,8.854212232665914,7.642366344307901,1.1585693063106426,Chronic,2.485149288909361,2.525102659276958,97.12128966223132,1.1585693063106426,2.8266666666666667,76.47134083930399,89.3439099283521,93.30539918116683,93.30539918116683,Critical,Growing,97.12128966223132,0,Junction Choke Points
cell_12.964_77.581,176,2.4772380388842916,3.4388142452334622,0.07386363636363637,0.05113636363636364,0.4602272727272727,0.011363636363636364,0.21022727272727273,0.7215909090909091,67,1.0,0.7555193945837373,176.0,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",NO PARKING,CAR,1809,12.964150052840909,77.58100278124999,12.822555012492643,0.7215909090909091,5.426838539253567,7.23761888428578,0.7498098305820459,Declining,2.4812767479155626,2.525102659276958,97.0317297850563,0.7498098305820459,2.626865671641791,74.23234390992836,73.74948822927328,90.73694984646879,90.73694984646879,Critical,Stable,97.0317297850563,0,Junction Choke Points
cell_12.964_77.582,178,2.3755179938430233,3.6260062122954264,0.056179775280898875,0.03932584269662921,0.3595505617977528,0.05056179775280899,0.05056179775280899,0.7247191011235955,65,1.0,0.75,178.0,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",NO PARKING,CAR,1747,12.964091575842696,77.58212163202248,12.322728322780605,0.7247191011235955,5.4438421501987,6.060715046200126,0.8982176542674052,Stable,2.3585438080164174,2.446544109710899,96.36642784032753,0.8982176542674052,2.7384615384615385,75.46059365404298,67.02366939611055,84.98080859774821,84.98080859774821,Critical,Stable,96.36642784032753,0,Junction Choke Points
cell_12.964_77.583,306,2.59109975590053,3.5986811861957873,0.0196078431372549,0.03594771241830065,0.35947712418300654,0.0457516339869281,0.026143790849673203,0.8235294117647058,79,1.0,0.75,306.0,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",WRONG PARKING,CAR,-1,12.964033677450981,77.5830212862745,14.838833800852687,0.8235294117647058,6.86203788397274,3.905315728371328,1.7571015006597126,Chronic,2.596395039703616,2.622853827051436,97.59467758444217,1.7571015006597126,3.8734177215189876,86.60440122824974,84.57126407369499,89.90596212896622,89.90596212896622,Critical,Emerging,97.59467758444217,3,Weekend Event Zones
cell_12.964_77.584,931,3.6944918603506993,5.112754930223441,0.00644468313641246,0.00966702470461869,0.3071965628356606,0.04296455424274973,0.00644468313641246,0.8453276047261009,108,1.0,0.75,931.0,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",WRONG PARKING,SCOOTER,1758,12.964137505263158,77.58395573222342,25.260470430364652,0.8453276047261009,48.800275545276854,27.7099484495592,1.7611102334960467,Chronic,3.709671302721512,3.782832003285486,99.30910951893551,1.7611102334960467,8.62037037037037,97.63306038894575,87.34250255885364,92.13728249744115,92.13728249744115,Critical,Emerging,99.30910951893551,3,Weekend Event Zones
cell_12.964_77.585,66,1.5031123159044721,2.0476928433652555,0.0,0.06060606060606061,0.36363636363636365,0.015151515151515152,0.030303030303030304,0.8939393939393939,29,1.0,0.75,66.0,Halasuru Gate,BTP079 - Town Hall Junction,NO PARKING,CAR,1728,12.963668581818181,77.58486699090909,6.320125260799196,0.8939393939393939,4.357201667203294,2.3316949081233758,1.8686834985742677,Chronic,1.5016030357253312,1.520644202973882,78.50562947799385,1.8686834985742677,2.2758620689655173,68.92272262026611,72.75012794268169,75.81883316274308,75.81883316274308,Critical,Emerging,78.50562947799385,0,Junction Choke Points
cell_12.964_77.588,1,1.1786549963416462,1.1786549963416462,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.75,1.0,Halasuru Gate,BTP064 - Devanga Hostel Junction,NO PARKING,PASSENGER AUTO,-1,12.9642798,77.588337,0.8169813875671047,1.0,1.1786549963416462,,,Stable,1.1786549963416462,1.1786549963416462,60.85593654042989,1.0,1.0,17.368219037871032,47.191914022517906,52.412679119754344,52.412679119754344,High,Stable,60.85593654042989,4,Freight Obstruction Corridors
cell_12.964_77.589,1,1.1786549963416462,1.1786549963416462,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.75,1.0,Halasuru Gate,BTP064 - Devanga Hostel Junction,NO PARKING,LGV,-1,12.9636464,77.5893558,0.8169813875671047,1.0,1.1786549963416462,,,Stable,1.1786549963416462,1.1786549963416462,60.85593654042989,1.0,1.0,17.368219037871032,47.191914022517906,52.412679119754344,52.412679119754344,High,Stable,60.85593654042989,4,Freight Obstruction Corridors
cell_12.964_77.59,1,1.1786549963416462,1.1786549963416462,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.75,1.0,Halasuru Gate,BTP064 - Devanga Hostel Junction,NO PARKING,LGV,-1,12.9644736,77.5895568,0.8169813875671047,1.0,1.1786549963416462,,,Stable,1.1786549963416462,1.1786549963416462,60.85593654042989,1.0,1.0,17.368219037871032,47.191914022517906,52.412679119754344,52.412679119754344,High,Stable,60.85593654042989,4,Freight Obstruction Corridors
cell_12.964_77.603,1,1.7047480922384253,1.7047480922384253,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.75,1.0,Ashok Nagar,"BTP099 - Cash Pharmacy, Residency Road",NO PARKING,MAXI-CAB,-1,12.9643681,77.6025964,1.18164133370001,1.0,1.7047480922384253,,,Stable,1.7016891672998755,1.7370884502973643,85.2482088024565,1.0,1.0,17.368219037871032,58.38459570112591,70.35440122824974,70.35440122824974,High,Stable,85.2482088024565,0,Junction Choke Points
cell_12.964_77.604,3,1.235194947331845,1.4759065198095778,0.0,0.0,0.0,0.0,0.0,1.0,3,0.6666666666666666,0.75,3.0,Ashok Nagar,BTP172 - Nanjappa Circle,NO PARKING,CAR,-1,12.96378078,77.60438217333332,1.712343790369917,1.0,1.235194947331845,,,Stable,1.2230721728052534,1.277947029319991,64.32958034800409,1.0,1.0,17.368219037871032,48.7906857727738,54.47159672466735,54.47159672466735,High,Stable,64.32958034800409,0,Junction Choke Points
cell_12.964_77.606,6,0.9028655317297248,1.1786549963416462,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,2,0.0,0.75,6.0,Ashok Nagar,No Junction,WRONG PARKING,SCOOTER,-1,12.963983383333334,77.60610423333333,1.7568952014250936,1.0,2.7085965951891744,,,Stable,0.8797648146096908,0.9536569460454141,37.00102354145343,1.0,3.0,79.40762538382803,47.3139713408393,43.33322671443194,43.33322671443194,Medium,Stable,37.00102354145343,5,Mixed Risk Zone
cell_12.964_77.615,1,0.9886113934537812,0.9886113934537812,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.75,1.0,Ashok Nagar,BTP141 - Palmgroove Junction,WRONG PARKING,SCOOTER,370,12.9636346,77.6146808,0.6852532000419272,1.0,0.9886113934537812,,,Stable,0.9960671463031604,1.0370272650198908,47.83776867963152,1.0,1.0,17.368219037871032,40.97697031729785,42.94715967246673,42.94715967246673,Medium,Stable,47.83776867963152,1,Night Spillovers
cell_12.964_77.639,2,1.9249075498144286,2.0476928433652555,0.0,0.5,0.0,0.0,0.0,1.0,1,1.0,0.75,2.0,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",PARKING IN A MAIN ROAD,CAR,-1,12.9644259,77.63928824999999,2.114727088776153,1.0,3.849815099628857,,,Stable,1.904612795980349,1.952101126222333,90.98004094165813,1.0,2.0,61.425281473899695,68.95176560900717,81.16875639713408,81.16875639713408,Critical,Stable,90.98004094165813,0,Junction Choke Points
cell_12.964_77.64,13,2.396301093139778,2.6741486494265287,0.0,1.0,0.07692307692307693,0.0,0.0,0.9230769230769231,5,1.0,0.75,13.0,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",PARKING IN A MAIN ROAD,CAR,-1,12.964086092307692,77.6400017076923,6.323975963815587,0.9230769230769231,6.230382842163424,,,Stable,2.373511101412606,2.6297453014747822,96.55834186284544,1.0,2.6,73.93807574206755,73.77392528147391,86.4796571136131,86.4796571136131,Critical,Stable,96.55834186284544,0,Junction Choke Points
cell_12.964_77.641,41,1.733379863282015,2.883403088580071,0.0975609756097561,0.21951219512195122,0.2926829268292683,0.024390243902439025,0.04878048780487805,0.8292682926829268,14,1.0,0.75,41.0,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",PARKING ON FOOTPATH,CAR,758,12.963815199999999,77.6413477195122,6.478801251933366,0.8292682926829268,2.6108612977216032,7.541792187215914,0.34618574560586884,Declining,1.7169280497363901,1.7747054993716582,86.23336745138178,0.34618574560586884,2.9285714285714284,77.3157625383828,60.899820880245656,77.81026100307061,77.81026100307061,Critical,Stable,86.23336745138178,0,Junction Choke Points
cell_12.964_77.642,81,1.6298081996082656,2.409194828052304,0.012345679012345678,0.13580246913580246,0.5925925925925926,0.2716049382716049,0.1111111111111111,0.4567901234567901,29,1.0,0.75,81.0,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",NO PARKING,CAR,758,12.963783930473564,77.64157731586496,7.182107162562844,0.4567901234567901,1.699730137554008,3.972513445704633,0.4278726133751075,Declining,1.6313345070428455,1.685395673886333,83.00921187308086,0.4278726133751075,2.793103448275862,76.17707267144318,59.43794779938588,75.26228249744113,75.26228249744113,Critical,Stable,83.00921187308086,0,Junction Choke Points
cell_12.964_77.644,1,1.4759065198095778,1.4759065198095778,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.75,1.0,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",NO PARKING,CAR,-1,12.964347839355469,77.64412348801346,1.0230204429760499,1.0,1.4759065198095778,,,Stable,1.476311608579929,1.5117240641281273,76.16427840327533,1.0,1.0,17.368219037871032,54.1489252814739,63.54145342886387,63.54145342886387,High,Stable,76.16427840327533,0,Junction Choke Points
cell_12.964_77.702,2,1.5402981782197953,1.9215613911583154,0.5,0.5,0.0,0.0,0.0,1.0,2,0.0,1.4579042431042017,2.0,HAL Old Airport,No Junction,NO PARKING,CAR,-1,12.964142,77.70183779999999,1.6921905068053693,1.0,1.5402981782197953,,,Stable,1.4993368939134333,1.5996608290425296,79.35005117707267,1.0,1.0,17.368219037871032,65.42041965199591,72.34870777891504,72.34870777891504,High,Stable,79.35005117707267,2,Commercial Arteries
cell_12.964_77.711,1,1.1590349652812755,1.1590349652812755,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.4579042431042017,1.0,HAL Old Airport,No Junction,WRONG PARKING,LGV,-1,12.9636852,77.7108637,0.8033818183551101,1.0,1.1590349652812755,,,Stable,1.1616222668843594,1.1786549963416462,58.26509723643808,1.0,1.0,17.368219037871032,55.73925281473899,57.310324974411465,57.310324974411465,High,Stable,58.26509723643808,2,Commercial Arteries
cell_12.964_77.713,1,1.1590349652812755,1.1590349652812755,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.4579042431042017,1.0,HAL Old Airport,No Junction,WRONG PARKING,CAR,-1,12.9638662,77.7132905,0.8033818183551101,1.0,1.1590349652812755,,,Stable,1.1624343082412663,1.1786549963416462,58.30348004094166,1.0,1.0,17.368219037871032,55.75076765609007,57.323119242579324,57.323119242579324,High,Stable,58.30348004094166,2,Commercial Arteries
cell_12.964_77.714,1,0.8993090531450396,0.8993090531450396,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.4579042431042017,1.0,HAL Old Airport,No Junction,NO PARKING,CAR,-1,12.964275,77.7141623,0.6233535346395183,1.0,0.8993090531450396,,,Stable,0.9262858401098508,0.9754611321490596,38.139713408393035,1.0,1.0,17.368219037871032,46.679887410440124,42.24955220061413,42.24955220061413,Medium,Stable,38.139713408393035,4,Freight Obstruction Corridors
cell_12.964_77.716,1,1.6815190531099742,1.6815190531099742,1.0,0.0,1.0,0.0,0.0,1.0,1,0.0,1.4579042431042017,1.0,HAL Old Airport,No Junction,WRONG PARKING,MAXI-CAB,-1,12.9635879,77.7162114,1.1655401907210075,1.0,1.6815190531099742,,,Stable,1.668252944436831,1.692524299939587,84.33981576253838,1.0,1.0,17.368219037871032,67.70010235414536,75.61956243602866,75.61956243602866,Critical,Stable,84.33981576253838,2,Commercial Arteries
cell_12.964_77.717,7,1.4128493861453866,1.778408544350468,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.5714285714285714,4,0.0,1.4579042431042015,7.0,HAL Old Airport,No Junction,WRONG PARKING,CAR,-1,12.9636493,77.71742189999999,2.937937705687572,0.5714285714285714,2.4724864257544263,,,Stable,1.4210522823739342,1.4540194903241057,72.13408393039919,1.0,1.75,53.569600818833166,68.32510235414534,72.53486438075744,72.53486438075744,High,Stable,72.13408393039919,2,Commercial Arteries
